4.347011,0.916022,1.473531,0.972078,0.099000
4.344650,0.917311,1.484863,0.949826,0.098000
4.352134,0.918864,1.490347,0.952725,0.099000
4.384897,0.922584,1.491148,0.969679,0.099000
4.351226,0.919454,1.492814,0.946058,0.099000
4.350933,0.916932,1.478906,0.958946,0.099000
4.339591,0.915834,1.483579,0.962397,0.098000
4.361692,0.920245,1.493636,0.962718,0.098000
4.374297,0.923214,1.501626,0.960041,0.098000
4.342477,0.916090,1.478921,0.960074,0.098000
4.368658,0.919937,1.488642,0.972248,0.098000
4.348877,0.917104,1.483674,0.967435,0.098000
4.362982,0.917809,1.476386,0.976898,0.098000
4.329630,0.913195,1.466701,0.960340,0.097000
4.327802,0.914061,1.474666,0.952945,0.099000
4.336707,0.912992,1.463009,0.973173,0.098000
4.357832,0.920908,1.496802,0.943988,0.098000
4.423616,0.931649,1.522611,0.965364,0.098000
4.339434,0.915448,1.479317,0.963665,0.098000
4.343253,0.916541,1.482398,0.955746,0.098000
4.377029,0.922023,1.496274,0.972954,0.099000
4.327380,0.913815,1.474975,0.958526,0.097000
4.335657,0.916216,1.479166,0.942650,0.099000
4.346230,0.917631,1.486734,0.958177,0.100000
4.349267,0.917299,1.480655,0.960994,0.097000
4.353807,0.917774,1.481454,0.969574,0.099000
4.377722,0.923506,1.500017,0.956628,0.097000
4.360590,0.919850,1.488014,0.959944,0.099000
4.350928,0.917701,1.484750,0.962656,0.099000
4.340228,0.916212,1.480929,0.958675,0.098000
4.343223,0.916823,1.482430,0.952942,0.098000
4.381484,0.922782,1.496788,0.962162,0.098000
4.347279,0.917383,1.482040,0.963294,0.098000
4.320320,0.911635,1.466439,0.962264,0.098000
4.378862,0.921902,1.492873,0.974488,0.099000
4.338419,0.914267,1.472524,0.960033,0.097000
4.373859,0.920786,1.488165,0.970392,0.098000
4.348473,0.916930,1.482709,0.971379,0.098000
4.340430,0.916973,1.486905,0.950219,0.098000
4.339532,0.916208,1.478657,0.951858,0.098000
4.341277,0.915557,1.477332,0.955474,0.099000
4.322232,0.911913,1.466617,0.956805,0.099000
4.355000,0.917619,1.482011,0.967761,0.100000
4.346642,0.917046,1.481133,0.960552,0.100000
4.331324,0.914508,1.475964,0.954866,0.097000
4.349610,0.916681,1.480871,0.955962,0.098000
4.407391,0.926670,1.502372,0.973954,0.097000
4.347071,0.917705,1.485317,0.955304,0.099000
4.339350,0.915200,1.473415,0.966380,0.098000
4.384442,0.924643,1.504351,0.966697,0.099000
4.340072,0.916258,1.476669,0.951549,0.098000
4.337606,0.914248,1.471323,0.963834,0.099000
4.328052,0.913515,1.470298,0.951095,0.099000
4.368200,0.918543,1.479339,0.981681,0.099000
4.346483,0.917187,1.482219,0.959553,0.098000
4.356873,0.919852,1.490068,0.954462,0.097000
4.359861,0.919308,1.484037,0.953156,0.098000
4.329641,0.912816,1.469165,0.966586,0.097000
4.385299,0.923034,1.494698,0.969615,0.099000
4.328185,0.913479,1.473715,0.959372,0.099000
4.353230,0.918914,1.487286,0.958822,0.099000
4.339457,0.914148,1.472345,0.971976,0.097000
4.355902,0.918544,1.489410,0.964986,0.098000
4.333588,0.915510,1.482030,0.953555,0.099000
4.367070,0.921646,1.495000,0.962579,0.099000
4.339597,0.916358,1.484884,0.954791,0.098000
4.380605,0.923454,1.497226,0.959414,0.098000
4.352856,0.917687,1.485540,0.967618,0.100000
4.351363,0.918373,1.487366,0.956554,0.098000
4.329309,0.913663,1.475161,0.957038,0.098000
4.363497,0.918279,1.475882,0.966248,0.099000
4.347492,0.917256,1.485691,0.962005,0.100000
4.366027,0.921480,1.495305,0.960586,0.098000
4.355529,0.918201,1.483403,0.960902,0.099000
4.353603,0.918913,1.490596,0.961164,0.098000
4.354534,0.917910,1.483805,0.967669,0.098000
4.376199,0.921809,1.492766,0.959994,0.098000
4.402383,0.926693,1.505068,0.971998,0.097000
4.330292,0.914254,1.474554,0.954169,0.099000
4.348884,0.917188,1.484208,0.970495,0.099000
4.341487,0.915534,1.476705,0.960830,0.098000
4.333378,0.914947,1.474935,0.952334,0.097000
4.328309,0.913864,1.475358,0.959617,0.098000
4.360357,0.920746,1.496443,0.953888,0.098000
4.351694,0.918146,1.483797,0.959069,0.100000
4.324286,0.911555,1.464462,0.960777,0.099000
4.329936,0.913353,1.470835,0.959138,0.098000
4.346625,0.916076,1.475997,0.962956,0.098000
4.328814,0.914293,1.472267,0.954306,0.097000
4.322483,0.912443,1.467267,0.951265,0.101000
4.335831,0.915281,1.477777,0.952950,0.098000
4.319476,0.911680,1.465308,0.956932,0.099000
4.347187,0.915871,1.476031,0.967030,0.099000
4.355135,0.918840,1.486272,0.963052,0.099000
4.356437,0.917988,1.484187,0.964544,0.097000
4.346856,0.916000,1.476779,0.958314,0.099000
4.388086,0.924158,1.499774,0.969028,0.096000
4.346398,0.916108,1.478706,0.958317,0.097000
4.351036,0.917319,1.481767,0.958881,0.097000
